3.991992e+002,0.000000e+000
4.011277e+002,0.000000e+000
4.030562e+002,0.000000e+000
4.049846e+002,0.000000e+000
4.069131e+002,0.000000e+000
4.088416e+002,0.000000e+000
4.107701e+002,0.000000e+000
4.126986e+002,0.000000e+000
4.146271e+002,0.000000e+000
4.165556e+002,0.000000e+000
4.184841e+002,0.000000e+000
4.204126e+002,0.000000e+000
4.223411e+002,0.000000e+000
4.242697e+002,0.000000e+000
4.261982e+002,0.000000e+000
4.281266e+002,0.000000e+000
4.300551e+002,0.000000e+000
4.319836e+002,0.000000e+000
4.339121e+002,0.000000e+000
4.358406e+002,0.000000e+000
4.377691e+002,0.000000e+000
4.396976e+002,0.000000e+000
4.416261e+002,0.000000e+000
4.435546e+002,0.000000e+000
4.454831e+002,0.000000e+000
4.474116e+002,0.000000e+000
4.493401e+002,0.000000e+000
4.512686e+002,0.000000e+000
4.531971e+002,0.000000e+000
4.551256e+002,0.000000e+000
4.570541e+002,0.000000e+000
4.589826e+002,0.000000e+000
4.609111e+002,0.000000e+000
4.628396e+002,0.000000e+000
4.647681e+002,0.000000e+000
4.666966e+002,0.000000e+000
4.686251e+002,0.000000e+000
4.705536e+002,0.000000e+000
4.724821e+002,0.000000e+000
4.744106e+002,0.000000e+000
4.763391e+002,0.000000e+000
4.782676e+002,0.000000e+000
4.801961e+002,0.000000e+000
4.821246e+002,0.000000e+000
4.840531e+002,0.000000e+000
4.859816e+002,0.000000e+000
4.879101e+002,0.000000e+000
4.898386e+002,0.000000e+000
4.917671e+002,0.000000e+000
4.936956e+002,0.000000e+000
4.956241e+002,0.000000e+000
4.975526e+002,0.000000e+000
4.994811e+002,0.000000e+000
5.014096e+002,0.000000e+000
5.033381e+002,0.000000e+000
5.052666e+002,0.000000e+000
5.071951e+002,0.000000e+000
5.091236e+002,0.000000e+000
5.110521e+002,0.000000e+000
5.129806e+002,0.000000e+000
5.149091e+002,0.000000e+000
5.168376e+002,0.000000e+000
5.187661e+002,0.000000e+000
5.206946e+002,0.000000e+000
5.226230e+002,0.000000e+000
5.245516e+002,-3.662172e-004
5.264800e+002,-1.616790e-004
5.284086e+002,-1.380922e-004
5.303370e+002,-3.185073e-004
5.322656e+002,-2.586956e-004
5.341940e+002,-2.509238e-004
5.361226e+002,-2.148381e-004
5.380510e+002,-1.776341e-004
5.399796e+002,-1.371496e-004
5.419081e+002,-1.471805e-004
5.438365e+002,-2.147323e-004
5.457650e+002,-1.808826e-004
5.476935e+002,-9.442039e-005
5.496221e+002,-1.693396e-004
5.515505e+002,-6.288756e-007
5.534790e+002,1.229255e-004
5.554075e+002,5.698134e-005
5.573361e+002,-6.876548e-005
5.592645e+002,-1.222721e-004
5.611931e+002,-1.192937e-004
5.631215e+002,2.341089e-005
5.650500e+002,7.916696e-005
5.669785e+002,4.394818e-005
5.689070e+002,-1.418288e-005
5.708355e+002,-5.796191e-005
5.727640e+002,-1.076398e-004
5.746925e+002,-1.350618e-004
5.766210e+002,-1.644401e-004
5.785495e+002,-1.529983e-004
5.804780e+002,-1.714833e-004
5.824065e+002,-1.223714e-004
5.843350e+002,-1.734707e-004
5.862635e+002,-1.475270e-004
5.881920e+002,-1.826920e-004
5.901205e+002,-1.639386e-004
5.920490e+002,-2.161716e-004
